label,BALLYHOO,"BARRACUDA,UNSPECIFIED","BOXFISH,UNSPECIFIED","CONCH,QUEEN","CRAB,BLUE LAND","DOLPHINFISH,UNSPECIFIED","FISHES,BONY","GOATFISH,UNSPECIFIED","GROUPER,UNSPECIFIED","GRUNT,WHITE","HERRING,SARDINELLA",HOGFISH,"JACKS,UNSPECIFIED","LOBSTERS,SPINY","MACKEREL,KING","MOJARRAS,UNSPECIFIED","MULLET,WHITE","OCTOPUS,UNSPECIFIED","PARROTFISHES,UNSPECIFIED","PORGY,UNSPECIFIED","SHELLFISH,UNSPECIFIED","SNAPPER,LANE","SNAPPER,MUTTON","SNAPPER,SILK","SNAPPER,UNSPECIFIED","SNAPPER,YELLOWTAIL","SNOOK,UNSPECIFIED","SQUIRRELFISH,UNSPECIFIED","TRIGGERFISH,QUEEN","TUNA AND MACKERELS,UNSPECIFI","MARLIN,UNSPECIFIED","SNOOK,COMMON","TRIGGERFISH,UNSPECIFIED","TUNA,YELLOWFIN",MANGROVE OYSTER,"CLAM,UNSPECIFIED","SHRIMP,PENAEUS","GROUPER,RED HIND","JACK,BAR","LOBSTER,SPOTTED SPINY","SHARKS,REQUIEM","SNAPPER,VERMILION","AMBERJACK,GREATER","BUMPER,ATLANTIC","DRUM,REEF CROAKER","GOBY,SIRAJO","GRUNT,BLACK MARGATE","GRUNT,BURRO",LADYFISH,"MACKEREL,CERO","MOONFISH,ATLANTIC","MULLET,LIZA","MULLET,UNSPECIFIED",PERMIT,"SNAPPER,QUEEN",TARPON,"TUNA,BLACKFIN","GOATFISH,SPOTTED","GROUPER,CONEY","GROUPER,GOLIATH","GROUPER,NASSAU","TUNA,SKIPJACK","TUNNY,LITTLE","BARRACUDA,SOUTHERN SENNNET","CHUB,RUDDERFISH",DOLPHINFISH,"GOATFISH,YELLOW","GRUNT,MARGATE","GRUNT,UNSPECIFIED","HALFBEAK,SILVERSTRIPE","MARLIN,BLUE",SQUIRRELFISH,"TRUNKFISH,UNSPECIFIED","WRASSE,SPANISH HOGFISH",BARBU,"DRUM,UNSPECIFIED","DRUMMER,WHITEMOUTH",WAHOO,"CRAB,UNSPECIFIED","GROUPER,YELLOWFIN",BLUE RUNNER,"HERRING,ATLANTIC THREAD","JACK,HORSE-EYE",RAINBOW RUNNER,"SCAD,BIGEYE","SNAPPER,BLACK","TILEFISH,SAND","TARPON,UNSPECIFIED","GROUPER,ROCK HIND","SCAD,MACKEREL",BONEFISH,"BONEFISH,UNSPECIFIED",HOUNDFISH,"JACK,YELLOW","MOJARRA,SILVER JENNY","SARDINE,SCALED","SCAD,ROUND","BARRACUDA,GUAGUANCHE","GROUPER,MISTY","SNAPPER,BLACKFIN",BIGEYE,"GRUNT,TOMTATE","PORGY,SEA BREAM","SNAPPER,CARDINAL","TUNA,ALBACORE","SURGEONFISH,OCEAN","CRAB,SPECKLED SWIMMING","SNAPPER,CUBERA","SNAPPER,DOG","TOPSNAIL,WEST INDIAN","CUTLASSFISH,ATLANTIC","DRUMMER,MONGOLAR","POMPANO,AFRICAN","SNAPPER,MAHOGANY","GROUPER,RED",TOBACCOFISH,"GRUNT,SMALLMOUTH","BURRFISHES,UNSPECIFIED","SNAPPER,GRAY","MOJARRA,YELLOWFIN",SAILFISH,"PUFFER,BANDTAIL","PORGY,JOLTHEAD","RAY,SPOTTED EAGLE","GROUPER,TIGER","BARRACUDA,GREAT","HERRING,DWARF","SARDINE,REDEAR","STINGRAY,SOUTHERN","TRIGGERFISH,OCEAN","REMORA,SHARKSUCKER","PARROTFISH,REDTAIL","STINGRAYS,UNSPECIFIED","TILEFISH,BLACKLINE","ANGELFISH,GRAY","BUTTERFLYFISH,FOUREYE","LOBSTER,SPANISH SLIPPER","BIGEYE,UNSPECIFIED","DURGON,BLACK","JACK,ALMACO","RAYS,EAGLE","RAYS,MANTA",SPANISH FLAG,"CUTLASSFISH,UNSPECIFIED","PARROTFISH,RAINBOW",TRIPLETAIL,"CARDINALFISH,UNSPECIFIED","GRUNT,BLUESTRIPED","JACK,BLACK","DAMSELFISH,BROWN CHROMIS","SCOMBROPS,ATLANTIC","SHARK,LEMON","SHARK,REEF","GROUPER,YELLOWEDGE","LIONFISH,UNSPECIFIED","SHARK,SHARPNOSE SEVENGILL","SHARK,TIGER","ANGELFISH,FRENCH","ANGELFISH,QUEEN",BARRACUDA,"COWFISH,HONEYCOMBED","GRUNT,FRENCH",LIONFISH,"PARROTFISH,PRINCESS","PARROTFISH,QUEEN","PARROTFISH,REDBAND","PARROTFISH,REDFIN","PARROTFISH,STOPLIGHT",SCHOOLMASTER,"SNAPPER,WENCHMAN","SQUIRRELFISH,LONGSPINE","SURGEONFISH,BLUE TANG","SURGEONFISH,DOCTORFISH","GRUNT,CAESAR","TRUNKFISH,SPOTTED","COWFISH,SCRAWLED","PORGY,SHEEPSHEAD (CALAMUS)","SHARKS,REQUIEM,UNSPECIFIED","GROUPER,GRAYSBY","NEEDLEFISH,UNSPECIFIED","PORGY,SAUCEREYE","TUNA,BIGEYE","GRUNT,COTTONWICK",TRUNKFISH,"SQUIDS,UNSPECIFIED","LOBSTER,RIDGED SLIPPER","SHARK,HAMMERHEAD","SNAPPER,SCHOOLMASTER","GROUPER,YELLOWMOUTH","CRAB,CORAL","SHARK,NURSE","CHUB,BERMUDA",JACKS,"SNAPPER, MAHOGANY","COWFISH,HONEYCOMB","HIND, ROCK",HERRINGS,"TUNA,UNSPECIFIED","SWORDFISH,UNSPECIFIED","GROUPER, BLACK","JACK, ALMACO",NASSAU GROUPER,"BASSES,SEA",CARDINAL,CERO,CONEY,"FISH,LION",GRUNTS,"HIND,RED",OCTOPUS,PARROTFISHES,PORGIES,SNAPPERS,"TOPSHELL,WESTINDIAN",GRAYSBY,HERRING,MOJARRAS,"TRIGGERFISH,GREY",WENCHMAN,"CHROMIS,BROWN","DOLPHIN,POMPANO",CUBERA,SNOOK,"SNOOK,FAT","RUNNER,BLUE","CRAB,LAND",GOATFISHES,"HERRING,THREAD","HIND,ROCK","RUNNER,RAINBOW", ,TRIP_YEAR,ISLAND,FISHING_ZONE
2010-PR-EAST,0,0,6879.629644,80277.777781,0,967.592593,0,0,1388.888889,23611.111105,0,29087.962959,1259.259258,73638.888885,8249.999996999999,1175.925928,0,0,12814.81482,7212.9629700000005,555.555554,22055.555546,9962.962965,20046.296295,8203.703701,41305.555549,0,1791.666682,2722.222247,3111.111111,0,5199.074074,0,0,0,0,0,2921.296297,17217.592596,125,1277.777779,138.888889,0,0,0,0,0,0,0,6064.814812,0,0,0,0,44388.888888,0,97.222222,2532.407406,574.074075,0,0,0,0,0,0,620.370371,0,0,2101.851851,0,0,0,0,0,0,0,0,0,981.481483,2291.666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.44444,0,0,0,0,888.8888890000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2010,PR,EAST
2010-PR-NORTH,1729.490022,454.545455,0,3924.6119740000004,10266.075394,0,0,0,1352.549892,5909.090919,46873.614213,1496.6740599999998,7660.753898,11330.376958,24900.221754,6496.674062,17062.084265,0,6995.565415,0,0,5210.643025,10410.199566,121618.625346,18547.671862,108647.450176,0,4168.514435,5033.259429,0,0,1286.031045,0,0,0,0,0,8813.747244,15365.853674,0,0,8957.871414,0,0,0,0,0,0,0,6541.019961,0,0,0,0,53436.807108,0,421.286033,0,5654.102003,0,0,587.583149,24002.217312,0,0,116529.93350700001,0,0,842.572069,0,0,0,0,0,0,0,0,1973.3924630000001,0,0,0,0,310.421286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563.1929089999999,0,0,0,5000.000009,332.594235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2010,PR,NORTH
2010-PR-SOUTH,2093.331973,332.890846,18993.15839,17783.11037,1122.230166,0,399.264777,0,3705.708202,14730.930215,2191.361171,9345.450868,401.307055,56776.268703,5677.52475,0,3342.183183,10770.958854,13301.337684,4528.745026,37.782089,40120.4942,9807.00497,5996.11967,10094.965804,23480.03675,0,2103.543312,10766.874259,0,0,1718.574493,0,95.986928,0,0,0,1589.911151,4321.454074,0,637.189829,0,0,0,142.959256,0,0,0,0,6655.774532,0,0,0,0,4260.18585,0,131.726745,209.33319799999998,245.073015,0,0,0,0,0,0,8506.075765,1812.5191790000001,0,747.472676,0,0,0,0,0,0,0,199.12182,649.44348,248.136438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.339734,0,0,0,0,0,489.124883,0,0,0,1756.356582,0,0,0,0,0,398.24364499999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.307089,0,0,0,0,0,0,0,54.12029,0,0,0,0,68.416216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2010,PR,SOUTH
2010-PR-WEST,26432.645037,1120.943954,29775.81115,167966.568289,88.495575,0,4910.521135,0,5620.4523,7701.081598,328.416912,14635.201547,1872.1730579999999,146788.5937,37368.731545,965.585054,497.541788,4379.547681,3937.069805,582.104228,7482.792531,41933.136604,23417.895747,108123.893777,12910.52111,38910.521139,0,114.060963,24141.592882,0,0,5012.782691,0,6369.714848,90.462143,0,0,30493.608593,6450.344147,0,12125.860371,757.12881,0,0,0,0,0,0,0,1533.923299,357.915437,0,0,0,262615.535896,0,61199.606671,0,1588.987218,0,212.38938100000001,26322.517207,2206.489673,0,0,44869.223187,0,0,0,0,0,0,0,0,0,0,0,10615.535892,790.560469,0,0,0,428.711897,0,0,0,0,0,0,0,499.508358,269.41986099999997,0,0,0,0,0,0,11785.644049,2401.179937,0,0,0,5528.023596,0,0,0,0,0,0,0,0,220.255653,0,0,0,0,0,253.68731599999998,0,0,0,0,0,0,0,0,0,104.228122,0,0,0,175.024583,0,0,0,0,0,0,0,0,6255.653888,0,0,0,0,0,0,0,0,393.313668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2010,PR,WEST
2011-PR-EAST,0,0,3767.9048270000003,69567.856299,5379.946587,199.077446,0,0,546.249089,5765.9626020000005,424.860401,19647.97281,0,54624.908958,5600.8740020000005,0,0,699.198832,7443.554252,5957.756727,0,17025.977184,8329.691674,13078.417085,7033.260494,53993.687792,0,888.565186,5234.280168,1544.064092,0,2573.4401550000002,0,0,0,0,0,9138.140321,10242.777363000001,0,441.854819,8696.28551,0,0,0,0,0,0,0,11340.1311,0,0,0,0,4406.409323,0,0,1485.797521,827.870844,0,0,0,0,0,0,1959.213404,106.82204200000001,0,6756.494295,0,0,0,0,0,0,0,0,114.105366,339.88832,463.704783,0,0,0,0,0,126.24423300000001,0,0,0,0,0,0,0,0,0,0,0,0,429.715951,279.193979,0,0,0,466.132558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2011,PR,EAST
2011-PR-NORTH,255.417957,137.38390099999998,197.368421,2844.42724,1532.507751,0,286.377708,0,265.09288,595.975231,14131.191945,450.851393,2130.417959,10005.804945,3397.832817,3084.365322,11913.699694,2056.8885410000003,1482.198142,0,0,1977.554181,1967.879254,24183.436537999998,3970.588238,29514.318892,0,657.8947479999999,2767.027864,77.39938,0,2923.761613,0,61.919504,0,0,0,2143.962847,4040.247679,0,1064.241486,2099.458202,0,0,0,0,0,0,0,692.724459,0,0,0,0,8777.089775999999,0,801.083592,0,443.111454,0,0,0,2374.226006,0,0,38370.74302,0,0,386.996908,0,0,0,0,0,0,104.489165,133.513933,2728.328172,0,110.294118,0,0,1021.671824,0,0,40.634675,0,0,0,0,0,0,0,354.102168,0,0,0,0,0,2399.380808,0,0,0,1286.764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.024768,317.337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2011,PR,NORTH
2011-PR-SOUTH,21048.484848,1151.515145,14533.333233,34141.414001,1989.898973,0,406.060607,0,4559.595928,15884.848391,6236.363617,19278.787726,0,108367.67647399999,14553.535317,0,6501.010077,24909.090802,25993.939237,12191.919112,1090.909083,81896.969542,14755.555459,7654.545428,18391.919066,41684.848383,0,4080.80804,21826.26251,0,0,2311.111099,0,0,0,0,0,6353.535323,8832.323191,0,88.888888,147.47474599999998,0,0,84.848485,0,0,0,0,9258.585855000001,0,0,0,0,7490.909091,0,202.0202,1751.515137,470.707066,0,0,0,0,0,0,30347.474753,2937.373708,0,3662.626228,0,0,0,0,0,0,0,270.707069,3787.8787859999998,709.090902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.989898,505.050503,0,0,0,3058.585852,0,0,0,0,0,303.030302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.19191799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.090909,0,48.484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2011,PR,SOUTH
2011-PR-WEST,26910.476617,500.511885,20952.109893,128148.105616,188.829484,0,2088.499581,0,2993.971087,3190.763269,164.941417,13182.800419000001,316.232509,99946.535504,16041.405944,1144.352169,111.477647,5884.427174,2639.062667,449.323166,3939.256047,23769.76432,12565.123302,79471.049814,7681.719858,22157.888676,0,0,19600.727757,0,0,2053.2362590000002,0,2662.9507439999998,0,0,0,15648.95898,2945.05743,0,3414.856099,831.532246,0,59.151405,0,0,0,0,0,907.74655,637.015128,0,0,0,185421.453768,0,19825.958324,0,1195.540877,0,254.806052,16336.025475,3926.7432479999998,0,0,70563.07584800001,0,0,283.244225,0,0,0,0,0,0,0,737.117507,8459.788402,721.192119,0,0,0,0,0,0,1568.649751,0,0,0,0,409.509724,61.426459,0,0,0,0,0,0,7036.742115,3565.009659,0,0,0,3271.527671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.0302609999999,0,0,0,0,0,0,0,0,151.291093,0,19.337959,905.471505,47.776134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2011,PR,WEST
2012-PR-EAST,371.14074800000003,85.647867,3879.984253,90702.448491,1150.128477,0,58.458067,0,295.009311,3037.100477,906.779776,20033.443475,0,68917.982051,4063.515371,0,150.903382,338.512995,6223.744867,6464.374589,0,16985.467067,6575.852745,15481.871206,6337.942007,38383.8384,0,0,6824.639414,236.551247,0,2133.039682,0,0,0,0,0,8419.321079,11830.281296,0,28.549288,2820.94158,0,0,0,0,0,0,0,8200.443187,0,0,0,0,6106.828727,0,106.040214,1751.023031,549.233934,0,0,0,0,0,0,1744.2255659999998,308.604218,0,6998.654118,0,0,719.170177,0,0,0,0,0,118.275622,46.22266,0,0,0,115.556642,0,0,511.168211,0,0,0,0,0,0,0,0,0,0,0,0,210.720933,942.1265109999999,0,0,0,1882.893537,509.80872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,PR,EAST
2012-PR-NORTH,1305.717459,690.9041110000001,809.605698,9739.617417,1673.996734,0,325.668457,0,1506.597072,0,34788.695952,1235.713961,3874.541554,23356.820013,14527.248101000001,6437.278383,8029.097103,3344.949856,3454.520547,237.40317499999998,219.141393,8019.966229000001,5073.731953,62071.799241,9946.584275,64753.237687,0,0,6726.423273,0,0,4239.77721,0,0,0,0,0,4967.204881,10034.849573,0,161.312413,5667.239883,0,0,0,0,0,0,0,5566.800081,0,0,0,0,29906.712731,0,413.933741,0,1613.124136,0,0,0,2523.169636,0,0,102387.728079,0,0,1972.272529,0,0,2514.038737,0,0,0,0,0,7332.1057390000005,1412.244526,0,0,0,1342.241027,0,0,371.32291499999997,0,0,0,0,0,0,0,0,0,0,0,0,88.265282,709.165892,0,0,0,3561.047622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.90061,0,0,858.303785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,PR,NORTH
2012-PR-SOUTH,23984.133160999998,819.867306,17690.445846,66264.569954,3683.374441,0,2158.180136,0,4054.1232840000002,9232.549947,9612.341412,28035.242159999998,75.355452,153568.382029,15212.758586,0,11402.786946,27860.417533,40821.555187,24454.351107,2583.184867,115661.575642,20321.858199,11836.834348,22992.455389,77284.551176,0,0,37349.176065,0,0,6206.274985,0,0,156.739339,0,0,10064.474107,14013.099807,0,617.914704,177.838866,0,0,0,0,0,0,0,10106.673178000001,0,0,0,0,6293.687323,0,168.796211,4527.355526,232.09479199999998,0,0,0,265.251191,0,0,70475.432617,4768.492969,0,9422.445723,0,0,3975.753637,0,0,0,0,0,4632.853169,1139.37441,0,0,0,0,0,0,201.95261,0,0,0,0,0,0,0,536.530818,0,0,0,0,0,1585.4787039999999,0,0,0,4482.142262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,PR,SOUTH
2012-PR-WEST,36861.192323999996,102.349767,24993.202127,205136.430677,0,0,1590.240417,0,1049.46702,303.99408600000004,1133.4854810000002,17645.40535,239.83453,138053.032428,11871.045395,105.40498400000001,525.497313,5265.666365,5149.568138,1034.190931,0,27741.369807,13742.365791,88260.634451,8893.736496,25353.717732,0,0,23344.912577,717.97598,0,299.41126,0,9246.614054,0,0,0,23282.280645,1827.019731,0,3350.045371,1816.326472,0,0,0,0,0,0,0,2387.652031,0,0,0,0,122836.52447599999,0,28790.836785,0,1713.976697,0,0,12509.585741,3938.1746270000003,0,0,59407.165703,0,0,174.147365,0,0,135.957154,0,0,0,0,0,11644.95935,482.724267,168.036932,0,0,0,0,0,4604.2119250000005,0,0,0,0,0,0,0,814.215313,0,0,0,0,3042.996069,1490.945869,0,0,0,6409.845139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.159556,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.773937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.515418,0,345.239514,213.865185,444.534063,97.766943,239.834529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,PR,WEST
2012-ST. CROIX-EAST,0,0,0,10698,0,0,0,0,0,1280,0,0,0,36046.5,0,0,0,0,0,0,0,0,1096,1892.1,0,2342.99,0,0,6790.12,0,0,0,60,0,0,0,0,5832.77,141,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,210.72,0,20.63,0,3059,0,0,0,18.75,0,0,1400.6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.39,0,0,0,110.19,0,2268,0,0,0,0,0,0,0,131,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,4371,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,1555,0,0,0,0,0,0,0,0,0,1633,154,277.5,63,368,134,8802,4267,3630,5295,20250,5250,203.75,92,2814,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,ST. CROIX,EAST
2012-ST. CROIX-NORTH,687,0,0,5927.25,0,0,0,0,0,2769,0,0,0,3880.75,435,0,0,0,0,0,0,0,1197,579.9399999999999,0,2546,0,0,1230,0,0,0,20,170,0,0,0,1296,392.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.32,0,0,0,1062.75,0,0,0,850,0,0,4827,154,0,0,0,0,0,0,0,0,0,0,778.8,0,766,110.25,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.74,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,7,0,36,0,0,0,0,0,0,1524,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,453,0,0,134,459,0,1183,2510,591.25,1721,2645.75,1367.25,704.95,90,2860,1680,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,ST. CROIX,NORTH
2012-ST. CROIX-SOUTH,8043,0,0,14063,0,0,0,0,0,2351.5,0,0,0,31125.5,2644,0,0,0,0,0,0,215,5117.25,2479,0,2660.5,0,0,8265,0,0,0,0,2671.25,0,0,0,6400,194,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,528,31,5520.5,0,0,170,4350,0,0,9794.2,154,0,0,0,0,0,0,0,0,0,0,5599.04,0,540,496,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,3808,0,307,0,0,0,1606,0,0,0,74,0,0,0,869,0,0,0,0,4573.53,0,0,0,0,0,0,0,0,0,0,0,0,6187,0,0,2379,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0,0,0,0,0,0,0,0,3291,33,342,98,1254,57,7265,2953,5674,7605,13347,5005.5,1602.5,54,2282,376,14,80.5,19,45,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,ST. CROIX,SOUTH
2012-ST. CROIX-WEST,22,0,0,2908,0,0,0,0,0,2462,0,0,0,4370,93,0,0,0,0,0,0,0,0,73,0,300,0,0,2760,0,0,0,0,567.5,0,0,0,1847,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14388.599999999999,0,0,0,0,0,0,0,0,0,0,0,587.6,0,0,18,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,488,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,2701,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,0,0,5995,2699,100,4227,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,ST. CROIX,WEST
2012-ST. JOHN-NORTH,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",2012,ST. JOHN,NORTH
